x,y,conc
528200,187460,3.72186
528220,187460,3.68596
528240,187460,3.713065
528260,187460,3.777608
528280,187460,3.914426
528300,187460,4.291436
526740,187440,3.848639
526760,187440,3.477725
526780,187440,3.331055
526800,187440,3.305038
526820,187440,3.195862
526840,187440,3.170715
526860,187440,3.130552
526880,187440,3.109355
526900,187440,3.096791
526920,187440,3.133612
526940,187440,3.1541
526960,187440,3.115216
526980,187440,3.106016
527000,187440,3.086934
527020,187440,3.092366
527040,187440,3.139877
527060,187440,3.131632
527080,187440,3.096141
527100,187440,3.083329
527120,187440,3.083787
527140,187440,3.094267
527160,187440,3.183503
527180,187440,3.189993
527200,187440,3.221022
527220,187440,3.136147
527240,187440,3.087759
527260,187440,3.074596
527280,187440,3.101775
527300,187440,3.183195
527320,187440,3.072561
527340,187440,3.052279
527360,187440,3.045148
527380,187440,3.041368
527400,187440,3.039461
527420,187440,3.038288
527440,187440,3.03755
527460,187440,3.03743
527480,187440,3.037852
527500,187440,3.038507
527520,187440,3.042718
527540,187440,3.047131
527560,187440,3.052593
527580,187440,3.05845
527600,187440,3.064884
527620,187440,3.072012
527640,187440,3.079846
527660,187440,3.088261
527680,187440,3.096873
527700,187440,3.106012
527720,187440,3.11557
527740,187440,3.125272
527760,187440,3.135146
527780,187440,3.145389
527800,187440,3.155843
527820,187440,3.169004
527840,187440,3.181595
527860,187440,3.193259
527880,187440,3.206516
527900,187440,3.220323
527920,187440,3.235121
527940,187440,3.253803
527960,187440,3.281366
527980,187440,3.451534
528000,187440,3.367542
528020,187440,3.325541
528040,187440,3.334355
528060,187440,3.347812
528080,187440,3.362322
528100,187440,3.377798
528120,187440,3.394101
528140,187440,3.413201
528160,187440,3.436703
528180,187440,3.468398
528200,187440,3.601657
528220,187440,3.556075
528240,187440,3.585148
528260,187440,3.660112
528280,187440,3.815811
528300,187440,4.262077
528320,187440,7.359796
526720,187420,3.942325
526740,187420,3.498178
526760,187420,3.32586
526780,187420,3.237469
526800,187420,3.184661
526820,187420,3.145101
526840,187420,3.117046
526860,187420,3.096176
526880,187420,3.081548
526900,187420,3.071827
526920,187420,3.070143
526940,187420,3.080513
526960,187420,3.061611
526980,187420,3.064567
527000,187420,3.061711
527020,187420,3.065886
527040,187420,3.086049
527060,187420,3.195646
527080,187420,3.087309
527100,187420,3.13839
527120,187420,3.23152
527140,187420,3.101041
527160,187420,3.075365
527180,187420,3.080695
527200,187420,3.0809
527220,187420,3.180133
527240,187420,3.073892
527260,187420,3.063566
527280,187420,3.073119
527300,187420,3.171766
527320,187420,3.064895
527340,187420,3.04573
527360,187420,3.038705
527380,187420,3.03513
527400,187420,3.033451
527420,187420,3.032591
527440,187420,3.032181
527460,187420,3.032424
527480,187420,3.033189
527500,187420,3.034162
527520,187420,3.038694
527540,187420,3.043339
527560,187420,3.048909
527580,187420,3.054766
527600,187420,3.060922
527620,187420,3.067547
527640,187420,3.074634
